category,city,container,customer_id,customer_name,customer_segment,department,item,item_id,order_date,order_id,order_priority,postal_code,region,row_id,ship_date,ship_mode,state,days_to_ship,discount,kpi_-_profit_ratio,number_of_records,order_quantity,product_base_margin,profit,profit_ratio,sales,shipping_cost,unit_price,profit_margin,profit_per_unit
Computer Peripherals,Columbia,Small Box,2848,Eileen Dalton,Corporate,Technology,"Fellowes Smart Design 104-Key Enhanced Keyboard, PS/2 Adapter, Platinum",10771,2015-07-24,85931,Medium,38401,South,22289,2015-07-26,Express Air,Tennessee,2,0.04,Poor,1,11,0.74,-131,-0.2134,614,4,56,-0.21335504885993486,-11.909090909090908
Appliances,Boston,Small Box,1413,Pamela Wiley,Corporate,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10462,2015-07-24,19041,Low,2113,East,2626,2015-07-28,Regular Air,Massachusetts,4,0.08,Poor,1,4,0.59,-19,-0.3958,48,5,11,-0.3958333333333333,-4.75
Appliances,Oxford,Small Box,1411,Larry Neal,Corporate,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10462,2015-07-24,87093,Low,1540,East,20626,2015-07-28,Regular Air,Massachusetts,4,0.08,Poor,1,1,0.59,-19,-1.5833,12,5,11,-1.5833333333333333,-19.0
Appliances,Boston,Small Box,1413,Pamela Wiley,Corporate,Office Supplies,Belkin F9M820V08 8 Outlet Surge,11151,2015-07-24,19041,Low,2113,East,2627,2015-08-02,Regular Air,Massachusetts,9,0.04,Acceptable,1,58,0.56,530,0.2124,2495,5,43,0.2124248496993988,9.137931034482758
Appliances,Oxford,Small Box,1411,Larry Neal,Corporate,Office Supplies,Belkin F9M820V08 8 Outlet Surge,11151,2015-07-24,87093,Low,1540,East,20627,2015-08-02,Regular Air,Massachusetts,9,0.04,Acceptable,1,15,0.56,445,0.6899,645,5,43,0.689922480620155,29.666666666666668
Chairs & Chairmats,Pontiac,Jumbo Drum,3000,Priscilla Allen,Consumer,Furniture,"Global Leather Task Chair, Black",11097,2015-07-25,87050,Medium,48342,Central,22485,2015-07-26,Delivery Truck,Michigan,1,0.08,Poor,1,4,0.66,-304,-0.8283,367,42,90,-0.8283378746594006,-76.0
Office Furnishings,Hickory,Wrap Bag,1931,Elisabeth Rao,Consumer,Furniture,Deflect-O® Glasstique™ Clear Desk Accessories,10504,2015-07-25,89342,Critical,28601,South,22428,2015-07-26,Regular Air,North Carolina,1,0.07,Poor,1,12,0.52,-62,-0.6739,92,4,8,-0.6739130434782609,-5.166666666666667
Labels,Sanford,Small Box,2934,Clifford Dale,Corporate,Office Supplies,Avery 508,10955,2015-07-25,87625,Critical,4073,East,25429,2015-07-26,Regular Air,Maine,1,0.08,Acceptable,1,7,0.36,22,0.6875,32,1,5,0.6875,3.142857142857143
Office Machines,Fords,Jumbo Drum,1399,Lloyd Rich,Corporate,Technology,Lexmark Z54se Color Inkjet Printer,11127,2015-07-25,88738,Critical,8863,East,25946,2015-07-26,Delivery Truck,New Jersey,1,0.03,Acceptable,1,4,0.36,235,0.6334,371,14,91,0.633423180592992,58.75
Office Furnishings,Port Huron,Wrap Bag,3001,Anthony Foley,Consumer,Furniture,"Master Giant Foot® Doorstop, Safety Yellow",11011,2015-07-25,87050,Medium,48060,Central,22486,2015-07-27,Regular Air,Michigan,2,0.05,Acceptable,1,16,0.42,41,0.3306,124,4,8,0.33064516129032256,2.5625
Pens & Art Supplies,Easthampton,Wrap Bag,1396,Kate Foley,Corporate,Office Supplies,Newell 335,10903,2015-07-25,88738,Critical,1027,East,25945,2015-07-27,Regular Air,Massachusetts,2,0.02,Acceptable,1,12,0.56,20,0.5556,36,1,3,0.5555555555555556,1.6666666666666667
Storage & Organization,Jersey City,Large Box,1334,Lorraine O'Donnell,Small Business,Office Supplies,"SAFCO Commercial Wire Shelving, Black",10130,2015-07-25,89756,Low,7097,East,22883,2015-07-27,Regular Air,New Jersey,2,0.08,Poor,1,5,0.0,-525,-0.7801,673,35,138,-0.7800891530460624,-105.0
Office Machines,Corvallis,Jumbo Drum,3347,Carrie McIntosh,Consumer,Technology,Canon S750 Color Inkjet Printer,10667,2015-07-25,89357,Medium,97330,West,24934,2015-07-27,Delivery Truck,Oregon,2,0.07,Poor,1,16,0.38,169,0.0865,1953,26,121,0.08653353814644137,10.5625
Labels,Mauldin,Small Box,2270,Kristine Holden,Small Business,Office Supplies,Avery 48,10622,2015-07-25,89575,Medium,29662,South,22331,2015-07-28,Regular Air,South Carolina,3,0.04,Acceptable,1,14,0.39,244,2.7416,89,1,6,2.741573033707865,17.428571428571427
Paper,Land O Lakes,Wrap Bag,2268,Carlos Adkins,Small Business,Office Supplies,"Ampad® Evidence® Wirebond Steno Books, 6"" x 9""",11102,2015-07-25,89575,Medium,34639,South,22330,2015-07-28,Regular Air,Florida,3,0.06,Poor,1,5,0.38,-143,-11.0,13,7,2,-11.0,-28.6
Computer Peripherals,Newport News,Small Pack,2063,Todd D Norris,Corporate,Technology,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",11024,2015-07-26,87156,Medium,23602,South,24649,2015-07-27,Regular Air,Virginia,1,0.03,Acceptable,1,15,0.64,582,7.76,75,5,5,7.76,38.8
Chairs & Chairmats,Troy,Jumbo Drum,3366,Dana Boyle,Corporate,Furniture,"Global High-Back Leather Tilter, Burgundy",11166,2015-07-26,90505,Medium,45373,East,20918,2015-07-28,Delivery Truck,Ohio,2,0.07,Poor,1,1,0.74,-331,-2.3643,140,70,123,-2.3642857142857143,-331.0
Computer Peripherals,Ottumwa,Small Pack,673,Paula Joyce Browning,Small Business,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",11059,2015-07-26,88179,Low,52501,Central,18485,2015-07-30,Regular Air,Iowa,4,0.04,Acceptable,1,14,0.44,410,0.6891,595,2,41,0.6890756302521008,29.285714285714285
Storage & Organization,Ottumwa,Small Box,673,Paula Joyce Browning,Small Business,Office Supplies,Eldon® Gobal File Keepers,10468,2015-07-26,88179,Low,52501,Central,18486,2015-08-04,Regular Air,Iowa,9,0.03,Poor,1,17,0.81,-109,-0.4208,259,5,15,-0.42084942084942084,-6.411764705882353
Binders and Binder Accessories,Coos Bay,Small Box,1307,Teresa Hill,Small Business,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",10823,2015-07-27,91452,Not Specified,97420,West,22386,2015-07-27,Regular Air,Oregon,0,0.0,Acceptable,1,4,0.36,125,0.6906,181,3,43,0.6906077348066298,31.25
Computer Peripherals,Columbia,Small Box,2848,Eileen Dalton,Corporate,Technology,Logitech Cordless Elite Duo,10968,2015-07-27,85932,Critical,38401,South,25958,2015-07-28,Regular Air,Tennessee,1,0.09,Acceptable,1,15,0.4,365,0.2475,1475,7,101,0.24745762711864408,24.333333333333332
Pens & Art Supplies,Henderson,Wrap Bag,570,Katharine Bass,Consumer,Office Supplies,*Staples* Highlighting Markers,10690,2015-07-27,88886,High,89015,West,24510,2015-07-29,Regular Air,Nevada,2,0.1,Acceptable,1,10,0.52,32,0.6957,46,1,5,0.6956521739130435,3.2
Binders and Binder Accessories,Southbury,Small Box,1775,Marlene Kirk,Corporate,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,10469,2015-07-28,89949,Medium,6488,East,19307,2015-07-29,Regular Air,Connecticut,1,0.08,Poor,1,14,0.4,-69,-0.4539,152,7,12,-0.45394736842105265,-4.928571428571429
Office Machines,Gillette,Jumbo Drum,1476,Bill Terrell,Corporate,Technology,Panasonic KX-P1131 Dot Matrix Printer,10686,2015-07-28,91164,High,82716,West,25586,2015-07-29,Delivery Truck,Wyoming,1,0.1,Acceptable,1,14,0.58,1978,0.5752,3439,18,265,0.5751671997673742,141.28571428571428
Pens & Art Supplies,Irving,Small Pack,2426,Jonathan Drummey,Small Business,Office Supplies,Staples SlimLine Pencil Sharpener,11152,2015-07-28,90862,High,75061,Central,21234,2015-07-30,Regular Air,Texas,2,0.02,Poor,1,16,0.6,-39,-0.1921,203,6,12,-0.1921182266009852,-2.4375
Paper,Irving,Wrap Bag,2426,Jonathan Drummey,Small Business,Office Supplies,"Wirebound Message Forms, Four 2 3/4 x 5 Forms per Page, Pink Paper",10395,2015-07-28,90862,High,75061,Central,21233,2015-07-30,Regular Air,Texas,2,0.05,Acceptable,1,13,0.38,71,0.6961,102,2,8,0.696078431372549,5.461538461538462
Binders and Binder Accessories,Ocoee,Small Box,3101,John McAllister,Consumer,Office Supplies,"Avery® 3 1/2"" Diskette Storage Pages, 10/Pack",10452,2015-07-28,89990,Low,34761,South,24501,2015-08-01,Regular Air,Florida,4,0.08,Acceptable,1,10,0.39,192,1.92,100,6,10,1.92,19.2
"Scissors, Rulers and Trimmers",Austin,Small Pack,381,Danielle Watts,Corporate,Office Supplies,"Fiskars 8"" Scissors, 2/Pack",10415,2015-07-29,88936,High,78745,Central,22688,2015-07-30,Regular Air,Texas,1,0.04,Acceptable,1,6,0.56,47,0.4563,103,3,17,0.4563106796116505,7.833333333333333
Paper,Austin,Wrap Bag,381,Danielle Watts,Corporate,Office Supplies,Array® Memo Cubes,10610,2015-07-29,88936,High,78745,Central,22687,2015-07-31,Regular Air,Texas,2,0.06,Acceptable,1,7,0.36,12,0.3429,35,2,5,0.34285714285714286,1.7142857142857142
Paper,Mansfield,Small Box,1993,Jan Ellis,Small Business,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",10225,2015-07-29,91013,High,44903,East,22463,2015-07-31,Regular Air,Ohio,2,0.02,Poor,1,5,0.36,25,0.1179,212,20,41,0.1179245283018868,5.0
Rubber Bands,Marion,Wrap Bag,1994,Kathy Freedman,Small Business,Office Supplies,Bagged Rubber Bands,10372,2015-07-29,91013,High,43302,East,22464,2015-07-31,Regular Air,Ohio,2,0.06,Poor,1,10,0.81,-17,-1.4167,12,1,1,-1.4166666666666667,-1.7
Paper,Fayetteville,Small Box,1695,Debra Cochran,Home Office,Office Supplies,Xerox 195,11205,2015-07-30,86342,Critical,72701,South,18093,2015-08-01,Express Air,Arkansas,2,0.02,Acceptable,1,19,0.37,767,5.4014,142,5,7,5.401408450704225,40.36842105263158
Tables,Midland,Jumbo Box,2894,James Li,Home Office,Furniture,Bevis Rectangular Conference Tables,10658,2015-07-30,90017,Low,48640,Central,21590,2015-08-04,Delivery Truck,Michigan,5,0.06,Poor,1,18,0.69,-303,-0.1179,2570,52,146,-0.1178988326848249,-16.833333333333332
Envelopes,Council Bluffs,Small Box,2103,Chris Williams,Corporate,Office Supplies,Colored Envelopes,11076,2015-07-31,91189,Critical,51503,Central,20831,2015-08-01,Express Air,Iowa,1,0.02,Acceptable,1,11,0.39,10,0.2,50,3,4,0.2,0.9090909090909091
Appliances,Calexico,Small Box,3354,Sara Faulkner,Corporate,Office Supplies,Belkin F5C206VTEL 6 Outlet Surge,10292,2015-07-31,88595,Critical,92231,West,20274,2015-08-01,Express Air,California,1,0.04,Acceptable,1,3,0.55,14,0.1772,79,5,23,0.17721518987341772,4.666666666666667
Appliances,Woodbury,Jumbo Drum,1550,Mary Larson,Small Business,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,10557,2015-07-31,87501,Critical,55125,Central,18807,2015-08-02,Delivery Truck,Minnesota,2,0.08,Acceptable,1,17,0.57,2786,0.5788,4813,43,295,0.5788489507583627,163.88235294117646
Paper,Smyrna,Wrap Bag,823,Christian Albright,Small Business,Office Supplies,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",10994,2015-07-31,89264,Critical,37167,South,20394,2015-08-02,Regular Air,Tennessee,2,0.0,Poor,1,11,0.36,-74,-0.7872,94,6,8,-0.7872340425531915,-6.7272727272727275
Pens & Art Supplies,Boston,Wrap Bag,838,Gary Walton,Consumer,Office Supplies,Prang Colored Pencils,10738,2015-08-01,89894,Not Specified,2129,East,24815,2015-08-01,Express Air,Massachusetts,0,0.04,Acceptable,1,23,0.4,50,0.6849,73,1,3,0.684931506849315,2.1739130434782608
Office Furnishings,Selma,Small Box,3272,Natalie Snow,Home Office,Furniture,"Eldon® Expressions™ Wood and Plastic Desk Accessories, Oak",10891,2015-08-01,86238,Medium,36701,South,25927,2015-08-02,Regular Air,Alabama,1,0.02,Poor,1,20,0.57,-64,-0.3137,204,13,10,-0.3137254901960784,-3.2
Paper,Boston,Small Box,838,Gary Walton,Consumer,Office Supplies,Xerox 1949,10931,2015-08-01,89894,Not Specified,2129,East,24814,2015-08-02,Regular Air,Massachusetts,1,0.04,Poor,1,24,0.36,-44,-0.3697,119,5,5,-0.3697478991596639,-1.8333333333333333
Office Machines,Dearborn,Medium Box,1818,Lewis Chafer,Consumer,Technology,TI 30X Scientific Calculator,10790,2015-08-01,85995,Critical,48126,Central,25218,2015-08-03,Regular Air,Michigan,2,0.06,Poor,1,21,0.36,19,0.0769,247,6,12,0.07692307692307693,0.9047619047619048
Office Machines,Oxford,Medium Box,1821,Vanessa Boyer,Consumer,Technology,TI 30X Scientific Calculator,10790,2015-08-01,51494,Critical,1540,East,7218,2015-08-03,Regular Air,Massachusetts,2,0.06,Poor,1,83,0.36,13,0.0133,975,6,12,0.013333333333333334,0.1566265060240964
Office Machines,Los Angeles,Medium Box,553,Kristine Connolly,Corporate,Technology,Soundgear TeleForum DX Desktop Conference Phone,10834,2015-08-01,35684,Low,90008,West,5004,2015-08-06,Regular Air,California,5,0.07,Poor,1,20,0.38,19,0.0104,1822,14,96,0.010428100987925357,0.95
Office Machines,Provo,Medium Box,556,Kristina Sanders,Corporate,Technology,Soundgear TeleForum DX Desktop Conference Phone,10834,2015-08-01,86197,Low,84604,West,23004,2015-08-06,Regular Air,Utah,5,0.07,Poor,1,5,0.38,28,0.0615,455,14,96,0.06153846153846154,5.6
Rubber Bands,Derry,Wrap Bag,417,Mike Pollard,Small Business,Office Supplies,Assorted Color Push Pins,10138,2015-08-02,87705,Not Specified,3038,East,18938,2015-08-03,Regular Air,New Hampshire,1,0.07,Poor,1,3,0.52,-1,-0.1667,6,1,2,-0.16666666666666666,-0.3333333333333333
Tables,Dundalk,Jumbo Box,1494,Kate Lehman,Home Office,Furniture,Bretford Rectangular Conference Table Tops,10852,2015-08-02,85888,High,21222,East,19972,2015-08-04,Delivery Truck,Maryland,2,0.09,Poor,1,11,0.74,-403,-0.0981,4109,86,376,-0.09807739109272329,-36.63636363636363
Pens & Art Supplies,Derry,Wrap Bag,417,Mike Pollard,Small Business,Office Supplies,Newell 343,10576,2015-08-02,87705,Not Specified,3038,East,18937,2015-08-04,Express Air,New Hampshire,2,0.02,Acceptable,1,20,0.58,19,0.3065,62,1,3,0.3064516129032258,0.95
Telephones and Communication,Waldorf,Small Box,1602,Frank Hess,Small Business,Technology,T18,10802,2015-08-02,89683,Not Specified,20601,East,20019,2015-08-04,Regular Air,Maryland,2,0.06,Poor,1,5,0.57,-67,-0.1438,466,3,111,-0.14377682403433475,-13.4
Pens & Art Supplies,Coos Bay,Wrap Bag,3325,Diane Barr,Consumer,Office Supplies,Newell 35,10306,2015-08-03,90992,Low,97420,West,23460,2015-08-03,Regular Air,Oregon,0,0.05,Poor,1,11,0.56,-41,-1.025,40,5,3,-1.025,-3.727272727272727
Tables,Dunedin,Jumbo Box,1802,Jack Morse,Corporate,Furniture,Balt Solid Wood Rectangular Table,10407,2015-08-03,91544,Low,34698,South,23016,2015-08-08,Delivery Truck,Florida,5,0.06,Poor,1,6,0.75,-3943,-6.4218,614,42,105,-6.421824104234528,-657.1666666666666
Binders and Binder Accessories,Dunedin,Small Box,1802,Jack Morse,Corporate,Office Supplies,GBC DocuBind P100 Manual Binding Machine,10633,2015-08-03,91544,Low,34698,South,23015,2015-08-10,Regular Air,Florida,7,0.09,Poor,1,21,0.4,-221,-0.0688,3214,20,166,-0.0687616677037959,-10.523809523809524
Office Furnishings,Waterbury,Medium Box,707,William Raynor,Consumer,Furniture,DAX Solid Wood Frames,11106,2015-08-04,87986,Not Specified,6702,East,23080,2015-08-05,Regular Air,Connecticut,1,0.09,Acceptable,1,3,0.48,21,0.6774,31,6,10,0.6774193548387096,7.0
Office Furnishings,Oxford,Medium Box,699,Jenny Gold,Consumer,Furniture,DAX Solid Wood Frames,11106,2015-08-04,36196,Not Specified,1540,East,5080,2015-08-05,Regular Air,Massachusetts,1,0.09,Poor,1,12,0.48,17,0.1371,124,6,10,0.13709677419354838,1.4166666666666667
Computer Peripherals,Oxford,Small Pack,699,Jenny Gold,Consumer,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",10267,2015-08-04,36196,Not Specified,1540,East,5079,2015-08-06,Regular Air,Massachusetts,2,0.07,Poor,1,14,0.64,-38,-0.4872,78,4,5,-0.48717948717948717,-2.7142857142857144
Computer Peripherals,Santa Rosa,Small Pack,702,Kelly O'Connor,Consumer,Technology,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",10267,2015-08-04,87986,Not Specified,95404,West,23079,2015-08-06,Regular Air,California,2,0.07,Poor,1,3,0.64,-20,-1.1765,17,4,5,-1.1764705882352942,-6.666666666666667
Tables,Levittown,Jumbo Box,1699,Joseph Hurst,Small Business,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,11093,2015-08-04,87346,Low,19057,East,22236,2015-08-09,Delivery Truck,Pennsylvania,5,0.08,Poor,1,12,0.77,-275,-0.1041,2642,70,219,-0.10408781226343679,-22.916666666666668
Binders and Binder Accessories,New York City,Small Box,1546,Tommy Mullins,Corporate,Office Supplies,Lock-Up Easel 'Spel-Binder',10934,2015-08-05,88496,Medium,10024,East,20950,2015-08-06,Regular Air,New York,1,0.08,Acceptable,1,17,0.38,323,0.6887,469,1,29,0.6886993603411514,19.0
Computer Peripherals,Lincoln Park,Small Pack,2743,Erin Brandt Spivey,Corporate,Technology,"Imation 3.5"" Diskettes, IBM Format, DS/HD, 10/Box, Neon",10857,2015-08-05,89214,Critical,48146,Central,18888,2015-08-06,Express Air,Michigan,1,0.07,Acceptable,1,14,0.64,76,0.1836,414,4,31,0.18357487922705315,5.428571428571429
Rubber Bands,Lincoln Park,Wrap Bag,2743,Erin Brandt Spivey,Corporate,Office Supplies,Binder Clips by OIC,11198,2015-08-05,89214,Critical,48146,Central,18889,2015-08-07,Regular Air,Michigan,2,0.01,Poor,1,1,0.37,-1,-0.5,2,1,1,-0.5,-1.0
Appliances,Victoria,Small Box,1141,Nancy Bennett,Small Business,Office Supplies,Staples 4 Outlet Surge Protector,10500,2015-08-05,86582,High,77901,Central,21969,2015-08-07,Regular Air,Texas,2,0.09,Poor,1,24,0.58,-21,-0.1088,193,4,9,-0.10880829015544041,-0.875
Computer Peripherals,New York City,Small Box,1546,Tommy Mullins,Corporate,Technology,U.S. Robotics 56K Internet Call Modem,10572,2015-08-05,88496,Medium,10024,East,20951,2015-08-08,Regular Air,New York,3,0.07,Poor,1,8,0.5,40,0.0526,761,20,100,0.052562417871222074,5.0
Chairs & Chairmats,Santa Rosa,Large Box,3396,Stuart Wiley,Corporate,Furniture,SAFCO Arco Folding Chair,10512,2015-08-05,87541,Low,95404,West,18988,2015-08-09,Regular Air,California,4,0.02,Acceptable,1,11,0.0,2207,0.6901,3198,24,276,0.6901188242651657,200.63636363636363
"Scissors, Rulers and Trimmers",Oakland Park,Wrap Bag,3100,Gladys Holloway,Consumer,Office Supplies,Serrated Blade or Curved Handle Hand Letter Openers,11255,2015-08-06,89991,Critical,33334,South,19330,2015-08-07,Regular Air,Florida,1,0.08,Acceptable,1,17,0.84,127,2.4423,52,2,3,2.4423076923076925,7.470588235294118
Paper,Altamonte Springs,Small Box,1172,Bill Hudson,Consumer,Office Supplies,Xerox 1893,10859,2015-08-06,87524,High,32701,South,25546,2015-08-07,Regular Air,Florida,1,0.01,Poor,1,21,0.36,-296,-0.3406,869,17,41,-0.34062140391254314,-14.095238095238095
Storage & Organization,Southbury,Small Box,1339,James Perez,Home Office,Office Supplies,Home/Office Personal File Carts,10132,2015-08-06,91248,Not Specified,6488,East,21689,2015-08-08,Express Air,Connecticut,2,0.09,Acceptable,1,10,0.6,94,0.2848,330,5,35,0.28484848484848485,9.4
Storage & Organization,New York City,Small Box,1340,Marie Bass,Home Office,Office Supplies,Home/Office Personal File Carts,10132,2015-08-06,26370,Not Specified,10170,East,3689,2015-08-08,Express Air,New York,2,0.09,Poor,1,39,0.6,64,0.0497,1288,5,35,0.049689440993788817,1.641025641025641
Paper,Southbury,Small Box,1339,James Perez,Home Office,Office Supplies,Xerox 1929,10393,2015-08-06,91248,Not Specified,6488,East,21688,2015-08-08,Regular Air,Connecticut,2,0.08,Acceptable,1,6,0.39,77,0.5704,135,5,23,0.5703703703703704,12.833333333333334
Paper,New York City,Small Box,1340,Marie Bass,Home Office,Office Supplies,Xerox 1929,10393,2015-08-06,26370,Not Specified,10170,East,3688,2015-08-08,Regular Air,New York,2,0.08,Poor,1,24,0.39,52,0.0963,540,5,23,0.0962962962962963,2.1666666666666665
"Scissors, Rulers and Trimmers",North Tonawanda,Small Pack,2390,Tammy Gunter,Corporate,Office Supplies,Acme® Office Executive Series Stainless Steel Trimmers,10336,2015-08-06,91125,Low,14120,East,20743,2015-08-11,Express Air,New York,5,0.01,Poor,1,24,0.59,-60,-0.2715,221,6,9,-0.27149321266968324,-2.5
Binders and Binder Accessories,Bozeman,Small Box,745,Mary Page,Corporate,Office Supplies,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",11256,2015-08-06,87730,Low,59715,West,21278,2015-08-13,Regular Air,Montana,7,0.09,Poor,1,15,0.39,-9,-0.0407,221,8,15,-0.04072398190045249,-0.6
Binders and Binder Accessories,Bozeman,Small Box,745,Mary Page,Corporate,Office Supplies,GBC VeloBinder Electric Binding Machine,10492,2015-08-06,87730,Low,59715,West,21279,2015-08-15,Regular Air,Montana,9,0.03,Acceptable,1,11,0.35,926,0.69,1342,9,121,0.6900149031296572,84.18181818181819
Rubber Bands,Hurst,Wrap Bag,2425,Harry Houston,Small Business,Office Supplies,Staples Gold Paper Clips,11158,2015-08-07,90863,Not Specified,76053,Central,20213,2015-08-07,Regular Air,Texas,0,0.04,Poor,1,1,0.39,-2,-0.6667,3,2,3,-0.6666666666666666,-2.0
Rubber Bands,Irving,Wrap Bag,2426,Jonathan Drummey,Small Business,Office Supplies,"Advantus Push Pins, Aluminum Head",11027,2015-08-07,90863,Not Specified,75061,Central,20214,2015-08-08,Regular Air,Texas,1,0.07,Poor,1,1,0.54,-5,-0.7143,7,3,6,-0.7142857142857143,-5.0
Office Furnishings,Benton,Small Pack,3060,Craig Wong,Small Business,Furniture,"Executive Impressions 12"" Wall Clock",10607,2015-08-07,87027,Low,72015,South,18216,2015-08-09,Regular Air,Arkansas,2,0.01,Poor,1,20,0.47,-93,-0.2627,354,9,18,-0.2627118644067797,-4.65
Paper,Parkersburg,Small Box,1808,Joyce Knox,Home Office,Office Supplies,Xerox 1949,10931,2015-08-07,89255,Low,26101,East,21296,2015-08-09,Regular Air,West Virginia,2,0.01,Poor,1,2,0.36,-5,-0.3846,13,5,5,-0.38461538461538464,-2.5
Binders and Binder Accessories,Oregon City,Small Box,336,Emma Sparks,Corporate,Office Supplies,Peel & Stick Add-On Corner Pockets,11044,2015-08-07,87279,Critical,97045,West,21449,2015-08-10,Regular Air,Oregon,3,0.06,Poor,1,8,0.37,-44,-2.2,20,6,2,-2.2,-5.5
